user_role,department,country,city,device_type,device_fingerprint,browser,os,auth_method,resource_accessed,login_hour,session_duration,failed_login_attempts,command_count,device,operating_system,resource
3,2,3,4,0,466,3,0,3,2,20,51,0,28,3,3,5
1,0,2,11,0,210,2,1,3,0,20,41,0,31,3,3,5
1,0,3,5,2,341,2,2,3,0,21,67,1,36,3,3,5
3,2,3,5,0,80,1,2,3,1,20,70,0,20,3,3,5
2,1,1,1,1,317,2,0,0,2,20,73,0,17,3,3,5
2,1,0,7,2,354,1,2,3,2,20,31,0,27,3,3,5
2,1,1,6,2,348,1,2,2,2,20,85,0,6,3,3,5
4,4,0,2,0,166,3,1,0,6,22,38,0,15,3,3,5
3,2,4,0,2,499,3,1,0,2,20,37,0,23,3,3,5
1,0,2,11,1,326,3,1,2,6,20,70,0,39,3,3,5
0,3,0,7,2,164,1,0,3,0,18,83,0,17,3,3,5
0,3,4,0,2,462,3,2,0,6,19,20,0,5,3,3,5
0,3,2,11,1,493,1,1,0,0,19,28,0,32,3,3,5
0,3,2,11,1,3,1,2,0,0,21,62,0,12,3,3,5
2,1,1,6,0,173,3,1,2,1,20,56,2,40,3,3,5
2,1,4,0,1,314,0,2,1,0,2,13,3,35,3,3,5
1,0,3,4,1,417,1,1,2,5,20,110,0,180,3,3,3
2,1,2,11,2,57,2,0,0,2,22,4,5,16,3,3,5
3,2,0,7,2,404,3,1,0,1,21,34,0,25,3,3,5
4,4,2,11,1,95,1,0,2,3,19,21,0,40,3,3,5
3,2,2,11,2,156,3,2,0,2,20,68,0,19,3,3,5
1,0,3,5,1,293,3,1,2,5,22,58,0,8,3,3,5
4,4,4,10,2,147,1,0,3,2,20,73,0,24,3,3,5
1,0,4,10,0,386,1,1,0,2,21,21,0,40,3,3,5
1,0,1,1,1,431,3,1,2,2,20,88,0,26,3,3,5
4,4,1,9,1,387,1,0,3,2,21,34,0,11,3,3,5
2,1,2,11,2,229,1,1,2,0,19,20,1,35,3,3,5
1,0,2,11,0,319,1,2,3,0,20,51,0,17,3,3,5
0,3,2,11,2,218,2,0,2,6,20,49,2,12,3,3,5
2,1,1,3,2,455,1,2,3,2,21,87,0,11,3,3,5
2,1,1,1,0,42,3,1,0,0,19,43,0,29,3,3,5
4,4,2,11,0,121,2,1,3,0,22,52,0,16,3,3,5
2,1,4,0,1,152,2,1,2,2,20,28,0,27,3,3,5
0,3,1,6,2,282,3,0,2,2,19,79,0,16,3,3,5
1,0,2,11,2,144,1,2,2,0,21,67,0,12,3,3,5
0,3,3,4,0,12,1,1,3,2,21,66,0,19,3,3,5
0,3,0,7,1,51,3,1,3,6,19,56,0,13,3,3,5
2,1,3,5,1,77,2,1,3,2,19,26,0,16,3,3,5
4,4,0,7,2,6,1,2,2,6,21,199,1,343,3,3,1
3,2,0,2,2,368,2,0,2,1,21,47,0,31,3,3,5
1,0,2,11,0,210,2,1,3,2,21,88,0,11,3,3,5
4,4,3,5,2,126,3,0,3,6,21,58,0,9,3,3,5
0,3,3,5,0,103,1,1,0,6,20,81,0,21,3,3,5
0,3,0,2,2,435,3,2,3,2,20,50,0,14,3,3,5
2,1,1,1,1,317,2,0,0,2,20,57,0,19,3,3,5
2,1,3,5,1,77,2,1,3,2,20,55,0,15,3,3,5
3,2,2,11,2,236,1,1,2,4,21,86,0,20,3,3,5
2,1,4,0,0,272,3,0,3,1,20,66,1,34,3,3,5
1,0,1,6,0,377,1,1,3,5,22,37,0,34,3,3,5
4,4,0,7,1,262,3,2,3,2,20,68,0,29,3,3,5
2,1,0,7,0,240,1,0,3,2,20,38,0,22,3,3,5
0,3,0,7,1,51,1,1,3,6,20,20,0,11,3,3,5
3,2,1,6,1,265,1,2,3,2,22,53,0,23,3,3,5
4,4,3,5,0,199,2,2,3,2,19,24,0,19,3,3,5
2,1,0,7,2,354,1,2,3,0,21,169,0,191,3,3,3
2,1,1,3,2,455,1,2,3,2,20,46,0,36,3,3,5
0,3,4,10,0,339,3,1,0,2,20,87,0,8,3,3,5
3,2,4,8,1,289,2,0,3,4,21,69,0,19,3,3,5
2,1,4,10,1,203,2,1,2,0,21,90,0,26,3,3,5
0,3,0,7,2,74,1,0,2,2,19,145,0,178,3,3,3
1,0,1,6,0,377,1,1,3,5,22,83,0,8,3,3,5
4,4,2,11,0,366,3,0,0,3,23,79,0,39,3,3,5
0,3,4,8,0,33,1,1,3,2,19,20,0,8,3,3,5
1,0,2,11,2,296,3,0,3,0,19,20,0,26,3,3,5
0,3,1,6,2,282,3,0,2,2,20,43,0,28,3,3,5
2,1,3,5,0,465,3,0,3,2,21,76,0,18,3,3,5
0,3,1,6,2,282,3,0,2,0,19,90,0,8,3,3,5
3,2,3,4,1,233,3,1,0,4,20,74,0,18,3,3,5
1,0,2,11,1,165,3,0,2,3,21,72,0,27,3,3,5
1,0,1,6,0,377,1,1,3,5,23,35,0,40,3,3,5
0,3,4,0,1,61,2,2,3,2,20,35,0,29,3,3,5
3,2,0,7,0,106,1,0,3,2,22,60,0,29,3,3,5
4,4,3,5,0,199,2,2,3,2,20,26,0,14,3,3,5
1,0,0,2,2,406,2,2,3,6,19,47,0,30,3,3,5
0,3,2,11,2,279,3,1,2,6,21,84,0,37,3,3,5
0,3,4,0,2,310,1,2,2,6,20,82,0,11,3,3,5
4,4,3,5,2,126,3,0,3,6,20,67,0,23,3,3,5
1,0,2,11,2,296,3,0,3,6,20,67,0,15,3,3,5
4,4,1,1,2,460,1,0,3,3,21,77,0,23,3,3,5
0,3,2,11,1,67,2,1,3,0,20,67,0,17,3,3,5
3,2,0,7,0,325,1,2,3,1,21,5,6,13,3,3,5
4,4,4,8,1,24,3,2,2,0,20,73,0,33,3,3,5
3,2,4,8,0,278,1,0,3,1,23,50,0,18,3,3,5
4,4,0,2,1,108,1,2,3,6,22,55,0,15,3,3,5
3,2,0,7,0,325,1,2,3,1,21,90,0,5,3,3,5
1,0,4,10,0,386,1,1,0,2,21,56,0,7,3,3,5
1,0,2,11,2,105,1,0,2,3,21,24,0,39,3,3,5
2,1,0,7,0,372,3,2,2,2,22,29,0,33,3,3,5
1,0,0,2,2,406,2,2,3,6,20,29,0,7,3,3,5
0,3,4,8,1,139,3,0,3,6,20,86,0,38,3,3,5
2,1,2,11,2,89,1,2,2,1,20,78,0,14,3,3,5
1,0,2,11,2,138,1,1,0,6,22,8,7,35,3,3,5
1,0,2,11,2,16,3,1,0,5,21,52,0,38,3,3,5
0,3,2,11,2,113,3,0,0,2,19,41,0,30,3,3,5
4,4,3,4,2,100,2,0,0,2,21,57,0,32,3,3,5
1,0,1,3,2,291,1,1,2,3,19,43,0,17,3,3,5
4,4,3,5,2,356,1,2,0,2,21,25,0,17,3,3,5
3,2,2,11,1,298,1,0,3,4,21,74,0,27,3,3,5
3,2,0,2,2,116,2,1,2,2,23,77,0,15,3,3,5
1,0,3,5,2,132,3,1,2,0,20,23,0,8,3,3,5
3,2,0,7,0,140,3,0,2,4,21,47,0,6,3,3,5
4,4,4,10,1,388,1,2,2,6,22,85,0,21,3,3,5
0,3,2,11,2,357,1,0,0,2,20,84,0,34,3,3,5
1,0,1,3,1,128,3,0,2,3,20,39,0,17,3,3,5
0,3,2,11,2,223,1,2,0,6,21,67,0,11,3,3,5
1,0,3,4,1,75,3,0,2,0,19,42,0,39,3,3,5
1,0,4,0,2,384,3,2,3,6,22,82,0,21,3,3,5
4,4,1,3,2,410,1,1,0,3,21,72,0,10,3,3,5
0,3,3,4,2,350,3,1,0,2,21,71,0,30,3,3,5
0,3,0,2,2,435,3,2,3,0,19,29,0,15,3,3,5
0,3,4,10,0,339,3,1,0,2,19,46,0,38,3,3,5
4,4,4,0,1,331,1,2,0,0,19,50,0,16,3,3,5
1,0,3,4,0,450,2,0,0,6,20,65,0,23,3,3,5
2,1,2,11,2,196,2,1,2,1,19,57,0,27,3,3,5
4,4,4,8,1,24,3,2,2,0,21,27,0,14,3,3,5
2,1,1,6,0,167,3,0,0,0,21,75,0,35,3,3,5
2,1,1,1,1,317,2,0,0,2,22,34,0,29,3,3,5
0,3,3,5,2,442,2,1,0,2,21,50,0,38,3,3,5
1,0,1,9,1,444,2,1,3,3,23,46,0,35,3,3,5
4,4,3,5,1,136,3,0,2,0,23,29,0,28,3,3,5
2,1,3,5,0,452,1,0,3,0,21,79,0,32,3,3,5
3,2,1,3,0,383,2,0,2,4,21,63,0,16,3,3,5
3,2,0,2,0,340,3,1,3,1,21,63,0,18,3,3,5
0,3,0,7,0,287,2,0,2,2,19,65,0,10,3,3,5
1,0,2,11,1,496,2,2,3,2,22,31,0,35,3,3,5
0,3,2,11,1,1149,3,0,2,6,21,30,0,29,1,2,5
1,0,3,5,1,88,2,1,0,6,20,62,0,25,3,3,5
0,3,2,11,2,454,3,0,3,6,20,24,0,31,3,3,5
3,2,0,2,2,55,2,1,3,1,21,47,0,36,3,3,5
0,3,2,11,2,223,1,2,0,0,20,24,0,17,3,3,5
1,0,0,7,0,76,1,0,0,6,21,22,0,26,3,3,5
2,1,2,11,1,314,3,2,3,2,18,31,0,9,3,3,5
4,4,2,11,2,208,1,0,0,6,21,65,0,18,3,3,5
3,2,1,3,0,249,2,2,0,4,21,87,0,17,3,3,5
1,0,1,1,1,14,3,1,3,0,23,23,0,18,3,3,5
1,0,0,2,1,432,2,2,2,6,21,48,0,40,3,3,5
0,3,3,5,1,423,1,0,0,6,20,54,0,8,3,3,5
0,3,1,3,0,197,3,2,2,0,21,80,0,27,3,3,5
2,1,4,10,1,180,1,2,3,1,21,78,0,20,3,3,5
0,3,4,8,2,422,3,2,2,2,19,23,0,33,3,3,5
3,2,2,11,0,407,2,1,2,1,22,54,0,22,3,3,5
4,4,0,2,2,5,2,2,2,2,19,64,0,33,3,3,5
2,1,2,11,0,107,1,2,2,0,20,41,0,30,3,3,5
1,0,3,4,0,450,2,0,0,6,21,52,0,5,3,3,5
0,3,0,7,0,403,1,2,0,6,21,20,0,37,3,3,5
0,3,4,0,0,327,2,0,2,6,18,24,0,37,3,3,5
4,4,3,4,1,222,1,1,3,3,21,47,0,34,3,3,5
2,1,0,2,0,336,2,1,0,0,21,43,0,34,3,3,5
0,3,2,11,1,448,1,0,2,0,19,28,0,6,3,3,5
1,0,3,5,0,347,1,0,2,3,19,164,0,304,3,3,1
2,1,0,2,0,380,1,2,3,1,21,53,0,23,3,3,5
3,2,1,9,0,98,1,1,0,2,22,47,0,22,3,3,5
3,2,2,11,2,110,2,1,0,2,22,8,6,23,3,3,5
4,4,2,11,2,381,3,1,0,3,23,21,0,35,3,3,5
1,0,1,1,1,419,3,0,2,3,22,80,0,20,3,3,5
1,0,0,7,2,301,3,2,2,3,19,25,0,32,3,3,5
0,3,1,1,1,162,1,0,2,2,20,34,0,12,3,3,5
3,2,4,8,1,70,3,1,3,4,19,38,0,23,3,3,5
4,4,4,8,0,58,3,0,3,0,22,66,0,5,3,3,5
0,3,2,11,0,337,2,0,0,0,18,57,0,7,3,3,5
3,2,1,1,1,360,2,1,0,4,22,244,0,222,3,3,0
3,2,3,5,1,207,1,0,3,1,21,35,0,18,3,3,5
3,2,0,2,2,295,3,1,0,2,23,56,0,17,3,3,5
1,0,1,6,2,491,2,1,0,2,19,49,0,7,3,3,5
1,0,3,5,0,32,2,0,3,2,21,56,0,40,3,3,5
1,0,2,11,0,169,2,0,0,5,20,86,0,24,3,3,5
4,4,1,3,1,1,1,1,2,0,22,41,0,33,3,3,5
0,3,3,5,1,446,0,1,1,0,2,7,1,22,3,3,5
1,0,1,3,2,458,2,2,0,6,21,61,0,33,3,3,5
0,3,3,5,1,423,1,0,0,6,19,71,0,23,3,3,5
1,0,1,3,1,311,3,1,2,5,20,53,0,25,3,3,5
2,1,4,0,2,193,3,2,3,1,22,46,0,31,3,3,5
3,2,1,1,0,389,3,0,3,1,22,74,0,5,3,3,5
2,1,2,11,1,416,0,0,2,2,5,13,2,22,3,3,5
3,2,0,2,1,7,1,0,0,2,21,74,0,37,3,3,5
1,0,0,2,2,406,2,2,3,6,21,48,0,40,3,3,5
1,0,4,10,1,484,3,0,0,6,21,30,0,14,3,3,5
0,3,1,9,1,440,1,2,2,0,20,65,0,37,3,3,5
4,4,1,6,1,412,1,0,0,3,22,31,0,23,3,3,5
2,1,0,2,2,228,3,0,0,1,19,51,0,17,3,3,5
2,1,3,5,1,77,2,1,3,2,20,49,0,30,3,3,5
1,0,4,10,0,202,1,0,2,0,21,58,0,21,3,3,5
4,4,2,11,0,784,2,0,0,2,22,28,0,35,2,2,5
3,2,0,2,0,363,2,0,2,2,21,44,0,5,3,3,5
1,0,0,2,2,25,1,0,3,0,21,63,0,14,3,3,5
0,3,4,0,2,462,3,2,0,6,20,46,0,22,3,3,5
0,3,3,4,0,118,3,1,0,6,22,89,0,33,3,3,5
1,0,0,2,2,25,1,0,3,0,18,45,0,15,3,3,5
2,1,0,7,0,372,3,2,2,2,20,43,0,27,3,3,5
2,1,4,0,1,50,2,1,0,1,20,74,0,40,3,3,5
1,0,2,11,2,437,1,1,3,6,22,23,0,28,3,3,5
2,1,2,11,0,230,3,1,3,1,19,28,0,37,3,3,5
2,1,3,4,1,19,2,0,2,1,20,67,0,21,3,3,5
3,2,2,11,1,479,1,0,3,2,21,123,0,137,3,3,3
0,3,4,8,1,446,2,1,2,0,21,47,0,17,3,3,5
2,1,4,10,1,241,2,0,2,2,19,60,0,13,3,3,5
2,1,0,7,1,120,2,2,0,0,20,20,0,15,3,3,5
3,2,4,8,0,70,3,1,3,4,21,36,2,15,3,3,5
1,0,4,10,1,154,1,2,0,2,20,73,0,33,3,3,5
3,2,2,11,2,156,3,2,0,2,21,75,0,36,3,3,5
1,0,4,0,2,384,3,2,3,6,23,49,0,13,3,3,5
4,4,4,10,2,267,2,0,3,0,21,33,0,30,3,3,5
1,0,4,10,2,15,0,2,2,2,4,117,2,147,3,3,3
0,3,2,11,1,329,1,1,0,2,18,46,2,20,3,3,5
4,4,2,11,1,95,1,0,2,3,20,51,0,28,3,3,5
2,1,4,0,2,294,2,2,3,2,21,68,0,7,3,3,5
0,3,4,8,2,422,3,2,2,2,20,27,0,32,3,3,5
3,2,1,6,1,214,2,0,3,2,20,71,0,38,3,3,5
3,2,1,1,2,225,1,0,3,2,21,39,0,21,3,3,5
1,0,3,5,0,32,2,0,3,2,21,83,0,40,3,3,5
2,1,0,7,0,370,2,2,2,2,20,65,0,19,3,3,5
1,0,2,11,1,84,2,0,2,0,22,39,0,14,3,3,5
0,3,3,4,1,213,1,2,0,6,21,24,0,7,3,3,5
4,4,4,0,2,338,1,2,3,6,21,64,0,28,3,3,5
1,0,3,5,0,155,3,2,2,6,21,71,0,23,3,3,5
2,1,3,4,1,19,2,0,2,1,19,25,0,31,3,3,5
3,2,0,2,0,363,2,0,2,2,22,55,0,20,3,3,5
3,2,3,4,1,233,3,1,0,4,20,33,0,20,3,3,5
1,0,1,9,0,245,3,2,3,0,21,26,0,33,3,3,5
1,0,3,5,1,44,1,0,2,6,19,60,0,10,3,3,5
3,2,2,11,2,110,2,1,0,2,20,59,0,20,3,3,5
1,0,1,6,1,315,1,2,3,6,22,37,0,31,3,3,5
2,1,0,2,2,261,3,0,0,1,22,82,0,16,3,3,5
3,2,4,10,1,443,1,0,2,2,22,61,0,36,3,3,5
3,2,3,5,0,80,1,2,3,1,19,36,0,32,3,3,5
0,3,1,6,0,104,3,2,3,6,19,32,0,25,3,3,5
4,4,2,11,1,18,2,1,3,6,22,67,0,28,3,3,5
3,2,1,3,0,383,2,0,2,4,23,40,0,39,3,3,5
2,1,3,4,2,56,2,2,0,2,19,51,0,32,3,3,5
4,4,4,10,2,308,3,2,0,2,21,77,0,23,3,3,5
3,2,0,2,1,382,0,0,2,4,5,18,1,38,3,3,5
1,0,2,11,2,16,2,1,0,0,19,41,1,20,3,3,5
0,3,3,4,1,185,2,0,2,2,17,57,0,31,3,3,5
3,2,2,11,1,298,1,0,3,4,21,87,0,20,3,3,5
4,4,1,1,0,246,1,0,3,6,21,45,0,21,3,3,5
2,1,4,10,1,241,2,0,2,1,19,36,0,16,3,3,5
3,2,0,7,0,325,1,2,3,1,22,53,0,7,3,3,5
0,3,1,6,0,379,1,2,2,6,19,51,0,23,3,3,5
2,1,4,8,0,243,3,0,0,0,22,25,1,5,3,3,5
0,3,4,0,0,483,3,2,2,2,19,85,0,17,3,3,5
0,3,4,8,1,446,2,1,2,2,22,84,0,11,3,3,5
4,4,2,11,2,250,1,1,2,0,21,68,0,26,3,3,5
1,0,4,8,0,227,1,2,0,5,22,54,0,38,3,3,5
1,0,3,5,0,32,1,0,3,2,21,204,0,166,3,3,4
0,3,2,11,2,223,1,2,0,0,18,25,0,27,3,3,5
4,4,0,2,1,427,1,1,3,0,22,68,2,13,3,3,5
1,0,2,11,0,299,3,2,2,0,19,71,0,17,3,3,5
4,4,4,0,1,182,1,2,0,2,21,88,0,5,3,3,5
3,2,2,11,0,438,1,0,3,4,21,25,0,35,3,3,5
1,0,1,6,2,491,2,1,0,2,20,30,0,14,3,3,5
0,3,2,11,0,334,1,1,0,6,19,36,0,15,3,3,5
2,1,2,11,1,260,3,0,3,2,20,53,0,9,3,3,5
1,0,3,4,1,39,3,1,3,6,19,42,0,10,3,3,5
0,3,3,5,2,217,2,1,3,0,20,81,0,33,3,3,5
3,2,0,7,1,8,3,0,3,1,21,45,0,20,3,3,5
0,3,3,4,0,118,3,1,0,6,21,66,0,37,3,3,5
1,0,2,11,0,299,3,2,2,0,19,81,0,32,3,3,5
4,4,3,4,2,100,2,0,0,3,23,76,0,32,3,3,5
0,3,4,10,0,339,3,1,0,0,21,63,0,14,3,3,5
3,2,1,3,0,383,2,0,2,4,21,73,0,34,3,3,5
1,0,2,11,1,165,3,0,2,3,22,54,0,10,3,3,5
3,2,4,0,2,520,2,0,3,2,20,47,0,33,1,1,5
1,0,1,3,2,244,2,1,2,6,22,31,0,29,3,3,5
2,1,2,11,2,13,2,0,2,1,22,65,0,24,3,3,5
1,0,3,4,1,30,3,2,2,3,20,90,1,7,3,3,5
3,2,4,0,2,1248,1,0,3,1,22,78,0,13,0,2,5
2,1,3,4,1,145,1,1,0,0,21,83,0,25,3,3,5
2,1,3,5,2,297,2,0,2,0,22,73,0,35,3,3,5
0,3,3,4,0,12,1,1,3,2,22,30,0,14,3,3,5
4,4,4,8,0,119,2,0,3,0,21,71,0,34,3,3,5
4,4,2,11,0,366,3,0,0,3,23,51,0,16,3,3,5
2,1,0,2,2,439,1,2,3,2,20,66,0,5,3,3,5
0,3,4,0,0,327,2,0,2,6,20,24,0,35,3,3,5
2,1,4,10,1,241,2,0,2,2,19,62,2,25,3,3,5
0,3,4,10,0,339,3,1,0,2,20,52,0,31,3,3,5
1,0,1,6,1,315,2,2,3,6,21,82,0,15,3,3,5
1,0,2,11,1,496,2,2,3,3,21,53,0,19,3,3,5
1,0,1,9,2,453,2,2,2,2,20,36,0,27,3,3,5
3,2,4,10,1,4,1,0,2,2,23,61,0,37,3,3,5
1,0,1,6,1,318,2,0,3,6,21,71,0,35,3,3,5
3,2,4,0,2,168,2,1,2,1,20,42,0,11,3,3,5
4,4,4,8,1,130,3,2,0,0,20,70,0,22,3,3,5
1,0,2,11,2,280,3,0,2,2,20,87,0,20,3,3,5
2,1,4,10,0,306,2,1,3,1,19,47,0,38,3,3,5
4,4,2,11,2,41,3,0,3,6,19,86,0,26,3,3,5
2,1,0,2,1,276,3,1,0,0,21,47,0,18,3,3,5
3,2,0,7,1,8,3,0,3,1,22,44,0,35,3,3,5
1,0,0,7,2,242,2,1,2,6,23,72,0,30,3,3,5
1,0,1,3,0,285,3,1,3,3,18,33,0,39,3,3,5
1,0,4,10,1,484,3,0,0,6,20,34,0,33,3,3,5
4,4,1,9,0,387,1,0,3,2,22,61,0,36,3,3,5
1,0,4,0,2,150,3,1,2,6,19,42,0,8,3,3,5
0,3,1,3,1,459,2,1,2,2,20,63,0,23,3,3,5
0,3,1,3,0,197,3,2,2,0,22,56,0,31,3,3,5
0,3,2,11,0,112,1,0,0,0,18,89,0,10,3,3,5
2,1,2,11,0,335,2,0,0,2,21,62,0,35,3,3,5
4,4,1,9,0,387,1,0,3,2,20,22,0,10,3,3,5
2,1,4,10,0,401,2,0,2,2,21,27,0,16,3,3,5
0,3,3,4,0,12,1,1,3,2,22,27,0,11,3,3,5
0,3,2,11,0,112,1,0,0,0,18,57,0,12,3,3,5
2,1,3,4,2,238,2,0,0,1,20,79,0,8,3,3,5
3,2,3,5,2,418,3,2,2,1,21,90,0,21,3,3,5
0,3,4,8,2,422,3,2,2,0,21,22,0,5,3,3,5
1,0,2,11,1,413,2,0,0,3,19,48,0,16,3,3,5
1,0,1,3,0,498,2,1,3,2,21,85,0,25,3,3,5
4,4,4,8,0,467,3,2,0,0,23,7,7,18,3,3,5
1,0,0,2,0,469,2,0,3,0,20,74,0,10,3,3,5
0,3,0,2,0,259,3,0,3,0,22,49,0,30,3,3,5
2,1,0,2,1,170,1,1,3,1,20,23,0,7,3,3,5
2,1,2,11,1,243,3,0,1,0,5,14,1,29,3,3,5
2,1,2,11,2,497,1,2,2,2,20,60,0,29,3,3,5
1,0,3,4,2,393,3,2,2,6,23,71,0,36,3,3,5
0,3,1,9,2,142,1,0,0,2,20,39,0,11,3,3,5
3,2,0,2,2,295,3,1,0,2,21,23,0,32,3,3,5
1,0,3,5,2,376,3,1,0,3,21,51,0,33,3,3,5
0,3,2,11,2,353,2,2,0,2,20,86,0,7,3,3,5
2,1,3,4,1,19,2,0,2,1,19,54,0,15,3,3,5
0,3,2,11,0,334,1,1,0,6,21,26,0,25,3,3,5
3,2,0,2,2,368,2,0,2,1,23,88,0,29,3,3,5
2,1,2,11,2,143,2,1,3,1,21,34,0,18,3,3,5
2,1,0,2,2,439,1,2,3,2,20,20,0,8,3,3,5
1,0,4,8,0,227,1,2,0,3,23,30,0,23,3,3,5
1,0,1,6,2,491,2,1,0,2,20,26,0,17,3,3,5
1,0,1,1,1,419,3,0,2,5,22,32,0,6,3,3,5
1,0,4,10,2,117,2,2,3,6,22,25,0,8,3,3,5
0,3,0,2,0,259,3,0,3,0,20,90,0,33,3,3,5
4,4,2,11,0,494,3,1,0,2,22,30,0,27,3,3,5
1,0,1,9,2,270,1,1,0,6,22,66,0,19,3,3,5
0,3,3,4,0,189,2,0,0,2,21,40,0,17,3,3,5
1,0,1,3,2,244,2,1,2,3,22,59,2,36,3,3,5
2,1,2,11,2,57,2,0,0,2,21,60,0,13,3,3,5
1,0,2,11,1,255,3,2,3,2,22,3,7,9,3,3,5
3,2,0,7,2,22,3,0,0,1,22,52,0,40,3,3,5
4,4,2,11,2,250,1,1,2,0,21,20,0,12,3,3,5
0,3,2,11,2,113,3,0,0,6,20,53,0,17,3,3,5
0,3,4,0,2,310,1,2,2,6,21,61,0,15,3,3,5
2,1,2,11,1,229,1,1,2,0,21,63,0,25,3,3,5
3,2,2,11,0,312,1,2,3,1,22,88,0,35,3,3,5
3,2,3,5,2,418,3,2,2,1,21,50,0,21,3,3,5
2,1,4,0,1,163,3,2,3,2,19,34,0,14,3,3,5
0,3,2,11,2,45,1,1,2,2,20,51,0,39,3,3,5
4,4,4,0,0,288,1,1,3,2,21,84,2,10,3,3,5
1,0,0,2,2,406,2,2,3,5,20,177,0,193,3,3,1
0,3,0,7,0,411,2,1,2,0,19,76,0,9,3,3,5
4,4,3,5,0,183,2,1,0,6,22,23,0,24,3,3,5
0,3,4,8,2,65,3,0,2,2,19,39,0,28,3,3,5
4,4,2,11,1,18,2,1,3,6,21,73,0,35,3,3,5
3,2,0,7,1,8,3,0,3,1,21,45,0,9,3,3,5
3,2,2,11,2,156,3,2,0,1,20,28,0,25,3,3,5
4,4,2,11,2,60,2,0,3,0,23,55,0,10,3,3,5
0,3,2,11,0,21,3,2,0,6,22,73,0,39,3,3,5
0,3,0,7,0,403,1,2,0,6,19,64,0,20,3,3,5
3,2,1,6,1,214,2,0,3,2,23,58,2,19,3,3,5
0,3,2,11,2,357,1,0,0,6,19,80,0,15,3,3,5
1,0,4,8,1,487,2,0,3,0,19,77,0,22,3,3,5
2,1,1,6,0,173,1,1,2,1,20,50,0,20,3,3,5
3,2,1,1,0,27,2,0,0,2,22,40,0,15,3,3,5
3,2,4,10,2,382,3,0,2,4,22,82,0,39,3,3,5
0,3,2,11,2,353,2,2,0,2,20,24,0,23,3,3,5
0,3,2,11,0,425,3,2,0,0,19,47,0,19,3,3,5
1,0,1,9,0,453,2,2,2,2,19,75,0,15,3,3,5
0,3,3,4,1,185,2,0,2,2,18,33,0,34,3,3,5
1,0,0,2,2,25,1,0,3,0,20,29,0,18,3,3,5
0,3,1,1,1,162,1,0,2,2,22,35,0,16,3,3,5
4,4,2,11,2,447,2,0,2,6,21,83,0,25,3,3,5
1,0,3,4,2,283,2,0,3,2,23,64,0,35,3,3,5
4,4,2,11,1,95,1,0,2,3,21,86,0,35,3,3,5
4,4,0,2,2,5,2,2,2,2,19,63,0,8,3,3,5
2,1,4,0,0,272,3,0,3,1,21,30,0,25,3,3,5
4,4,1,6,2,428,2,0,2,0,20,69,0,13,3,3,5
2,1,3,4,2,56,2,2,0,2,19,56,0,31,3,3,5
2,1,2,11,0,230,3,1,3,1,20,89,0,12,3,3,5
3,2,4,8,2,400,3,2,3,2,22,80,0,27,3,3,5
3,2,4,0,2,499,3,1,0,2,20,69,0,24,3,3,5
2,1,0,2,1,181,1,1,0,1,20,62,0,29,3,3,5
0,3,1,9,1,440,1,2,2,0,21,21,0,28,3,3,5
4,4,1,6,1,99,3,0,2,0,21,69,0,23,3,3,5
4,4,3,5,2,183,2,1,0,6,22,52,0,23,3,3,5
3,2,0,7,2,473,1,2,2,2,22,71,0,39,3,3,5
0,3,1,3,1,124,3,1,0,2,19,72,0,21,3,3,5
0,3,2,11,2,113,3,0,0,6,19,55,0,27,3,3,5
2,1,2,11,1,395,2,1,3,0,21,80,0,7,3,3,5
4,4,4,8,1,24,3,2,2,0,21,24,0,28,3,3,5
0,3,4,8,1,446,2,1,2,0,22,72,0,31,3,3,5
3,2,2,11,1,200,1,2,0,2,20,31,0,18,3,3,5
2,1,1,6,0,96,1,1,3,0,19,85,0,31,3,3,5
4,4,2,11,0,302,1,0,0,6,21,27,0,26,3,3,5
1,0,2,11,2,105,1,0,2,3,21,62,0,10,3,3,5
4,4,4,10,2,187,2,2,2,6,22,23,0,37,3,3,5
0,3,2,11,2,72,2,0,2,0,20,53,0,37,3,3,5
2,1,3,5,0,171,3,0,0,0,20,41,0,36,3,3,5
4,4,4,8,0,467,3,2,0,0,21,37,0,6,3,3,5
1,0,0,7,0,307,1,1,0,5,21,31,0,12,3,3,5
4,4,0,7,2,59,1,0,0,0,22,89,0,27,3,3,5
4,4,2,11,1,18,2,1,3,6,22,39,0,13,3,3,5
2,1,0,2,0,47,1,2,2,2,19,67,0,27,3,3,5
4,4,0,7,2,114,2,1,2,3,23,89,0,28,3,3,5
4,4,3,5,1,136,3,0,2,0,22,53,2,32,3,3,5
1,0,2,11,2,296,3,0,3,0,21,30,0,17,3,3,5
2,1,3,4,0,275,2,0,0,2,19,51,0,5,3,3,5
2,1,2,11,2,48,3,1,2,1,21,64,0,19,3,3,5
3,2,4,10,1,495,1,1,3,4,21,29,0,15,3,3,5
3,2,3,4,2,466,1,0,3,2,20,88,0,27,3,3,5
1,0,1,1,1,14,3,1,3,0,23,8,6,25,3,3,5
3,2,2,11,0,407,2,1,2,1,23,20,0,20,3,3,5
2,1,2,11,2,196,2,1,2,1,20,21,0,23,3,3,5
3,2,4,0,2,364,3,0,3,4,23,26,0,18,3,3,5
1,0,4,10,2,117,2,2,3,6,20,82,0,6,3,3,5
2,1,4,8,2,415,1,0,0,2,19,41,0,20,3,3,5
